iter,Loss,L1,mask,SSIM,LPIPS
1928,"tensor([0.0250], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0095, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0101, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9517, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0446], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1929,"tensor([0.0247], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0057, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0060, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9732, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0238], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1930,"tensor([0.0231], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0089, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0130, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9485, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0468], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1931,"tensor([0.0238], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0082, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0075, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9606, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0370], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1932,"tensor([0.0270], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0087, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0094, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9499, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0378], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1933,"tensor([0.0242], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0063, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0076, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9691, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0253], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1934,"tensor([0.0235], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0057, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0058, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9739, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0230], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1935,"tensor([0.0242], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0098, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0115, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9459, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0513], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1936,"tensor([0.0262], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0104, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9498, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0493], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1937,"tensor([0.0240], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0080, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0080, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9615, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0367], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1938,"tensor([0.0256], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0088, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9519, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0344], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1939,"tensor([0.0266], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0093, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0132, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9498, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0428], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1940,"tensor([0.0250], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0083, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0122, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9504, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0447], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1941,"tensor([0.0242], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0071, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0089, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9618, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0405], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1942,"tensor([0.0227], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0109, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9573, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0393], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1943,"tensor([0.0244], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0073, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0104, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9567, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0421], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1944,"tensor([0.0235], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0098, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9487, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0478], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1945,"tensor([0.0278], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0118, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9389, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0510], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1946,"tensor([0.0255], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0081, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0089, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9612, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0385], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1947,"tensor([0.0297], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0073, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0097, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9558, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0391], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1948,"tensor([0.0250], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0090, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0092, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9513, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0432], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1949,"tensor([0.0300], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0072, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0101, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9564, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0348], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1950,"tensor([0.0274], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0098, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0099, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9472, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0427], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1951,"tensor([0.0249], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0069, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9594, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0411], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1952,"tensor([0.0289], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0065, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0091, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9585, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0406], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1953,"tensor([0.0249], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0114, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0105, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9410, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0476], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1954,"tensor([0.0270], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0084, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0091, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9551, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0467], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1955,"tensor([0.0254], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0081, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0092, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9541, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0381], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1956,"tensor([0.0233], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0073, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0121, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9572, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0480], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1957,"tensor([0.0298], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0072, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0096, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9601, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0362], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1958,"tensor([0.0298], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0092, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0097, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9501, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0376], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1959,"tensor([0.0282], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0079, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0111, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9540, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0374], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1960,"tensor([0.0292], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0102, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0096, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9496, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0396], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1961,"tensor([0.0260], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0087, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0099, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9493, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0377], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1962,"tensor([0.0297], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0072, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0072, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9636, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0309], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1963,"tensor([0.0268], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0076, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0122, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9553, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0446], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1964,"tensor([0.0266], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0076, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0081, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9587, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0293], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1965,"tensor([0.0260], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0081, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0112, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9498, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0391], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1966,"tensor([0.0250], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0079, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9627, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0362], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1967,"tensor([0.0295], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0098, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0081, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9509, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0351], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1968,"tensor([0.0242], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0088, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9566, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0459], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1969,"tensor([0.0274], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0080, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0103, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9544, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0448], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1970,"tensor([0.0288], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0106, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0100, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9485, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0434], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1971,"tensor([0.0254], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0084, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0104, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9549, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0433], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1972,"tensor([0.0250], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0079, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0076, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9561, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0396], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1973,"tensor([0.0232], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0069, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0094, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9621, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0448], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1974,"tensor([0.0244], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0062, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0060, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9719, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0260], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1975,"tensor([0.0232], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0070, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0134, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9571, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0425], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1976,"tensor([0.0244], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0079, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0091, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9577, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0410], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1977,"tensor([0.0227], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0095, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0103, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9490, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0439], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1978,"tensor([0.0266], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0096, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9537, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0386], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1979,"tensor([0.0255], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0090, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0101, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9510, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0399], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1980,"tensor([0.0219], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0070, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0097, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9618, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0410], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1981,"tensor([0.0231], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0083, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0111, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9542, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0492], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1982,"tensor([0.0263], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0080, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0088, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9586, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0334], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1983,"tensor([0.0254], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0064, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0083, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9637, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0416], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1984,"tensor([0.0248], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0055, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0055, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9743, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0228], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1985,"tensor([0.0274], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0088, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0118, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9492, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0493], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1986,"tensor([0.0289], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0113, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0126, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9330, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0467], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1987,"tensor([0.0289], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0063, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0075, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9663, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0255], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1988,"tensor([0.0265], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0075, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0086, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9619, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0435], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1989,"tensor([0.0270], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0076, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0116, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9575, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0450], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1990,"tensor([0.0240], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0061, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0071, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9703, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0250], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1991,"tensor([0.0292], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0074, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9613, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0315], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1992,"tensor([0.0241], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0060, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0091, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9676, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0400], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1993,"tensor([0.0273], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0098, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0107, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9424, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0421], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
1994,"tensor([0.0235], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0067, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0097, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9639, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0376], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
